"codigo_produto";"descricaoproduto";"codigo_marca";"codigo_grupo"
457700;SKU 457700;1;OTCU
457800;SKU 457800;1;"500 "
458200;SKU 458200;129;"66  "
458600;SKU 458600;1;"500 "
460800;SKU 460800;1;"500 "
461000;SKU 461000;234;OIAP
461700;SKU 461700;1;"500 "
462400;SKU 462400;827;"30  "
1378200;SKU 1378200;6;AES 
1622400;SKU 1622400;186;CSF 
1624800;SKU 1624800;186;CSF 
1624900;SKU 1624900;186;CSF 
1625000;SKU 1625000;186;CSF 
1625100;SKU 1625100;186;CSF 
1625200;SKU 1625200;186;CSF 
305600;SKU 305600;1;"20  "
307400;SKU 307400;1;"333 "
2785108;SKU 2785108;960;SERV
2785109;SKU 2785109;960;SERV
2785110;SKU 2785110;960;SERV
2785111;SKU 2785111;960;SERV
308300;SKU 308300;56;DTLS
2785112;SKU 2785112;960;SERV
2785113;SKU 2785113;960;SERV
308500;SKU 308500;403;DSG 
2785114;SKU 2785114;960;SERV
2785115;SKU 2785115;960;SERV
2785116;SKU 2785116;960;SERV
2785117;SKU 2785117;960;SERV
2785118;SKU 2785118;960;SERV
2785119;SKU 2785119;960;SERV
2785120;SKU 2785120;960;SERV
462600;SKU 462600;1;"80  "
2785123;SKU 2785123;960;SERV
462700;SKU 462700;1;"80  "
462800;SKU 462800;1;"80  "
463700;SKU 463700;1;OJS 
1577600;SKU 1577600;198;CPG 
1625400;SKU 1625400;186;CSF 
1626800;SKU 1626800;186;CSF 
1626900;SKU 1626900;186;CSF 
1627000;SKU 1627000;186;CSF 
1627100;SKU 1627100;186;CSF 
1627200;SKU 1627200;186;CSF 
1627300;SKU 1627300;186;CSF 
1644800;SKU 1644800;203;CRC 
1628600;SKU 1628600;199;COF 
1628700;SKU 1628700;199;COF 
1628800;SKU 1628800;199;COF 
309100;SKU 309100;52;EA  
309300;SKU 309300;52;EA  
310900;SKU 310900;137;"80  "
311000;SKU 311000;1;"40  "
312200;SKU 312200;1;DTLS
312800;SKU 312800;1;DJA 
1628900;SKU 1628900;199;COF 
1629200;SKU 1629200;199;COF 
1629300;SKU 1629300;199;COF 
1629400;SKU 1629400;199;COF 
1629500;SKU 1629500;199;COF 
1629600;SKU 1629600;199;COF 
1629700;SKU 1629700;199;COF 
1629800;SKU 1629800;199;COM 
1629900;SKU 1629900;199;COM 
2691620;SKU 2691620;905;SERV
1630000;SKU 1630000;199;COM 
1630100;SKU 1630100;199;COM 
1630200;SKU 1630200;199;COM 
1630300;SKU 1630300;199;COM 
1630400;SKU 1630400;199;COM 
2224700;SKU 2224700;1;MUS 
1631300;SKU 1631300;186;CSF 
1631400;SKU 1631400;186;CSF 
1633300;SKU 1633300;1;OC  
1633400;SKU 1633400;1;OC  
1633500;SKU 1633500;1;OC  
1633600;SKU 1633600;1;OC  
1633800;SKU 1633800;1;OC  
2713906;SKU 2713906;919;SERV
2713908;SKU 2713908;919;SERV
2713917;SKU 2713917;919;SERV
2713916;SKU 2713916;919;SERV
314400;SKU 314400;1;TDV 
315100;SKU 315100;11;"30  "
315300;SKU 315300;437;APP 
317000;SKU 317000;1;"80  "
466700;SKU 466700;1;DCT 
467100;SKU 467100;80;"34  "
467200;SKU 467200;1;"150 "
467700;SKU 467700;1;"500 "
470100;SKU 470100;1;"500 "
470200;SKU 470200;1;"500 "
470300;SKU 470300;1;"500 "
472000;SKU 472000;1;"500 "
472400;SKU 472400;1;"500 "
472700;SKU 472700;1;"500 "
2717706;SKU 2717706;921;SERV
2717704;SKU 2717704;921;SERV
526200;SKU 526200;1;"80  "
703700;SKU 703700;1;OEF 
1635100;SKU 1635100;186;CS  
1635200;SKU 1635200;186;CS  
1635600;SKU 1635600;186;CS  
1635800;SKU 1635800;120;"30  "
1635900;SKU 1635900;120;"30  "
1636000;SKU 1636000;44;AP  
1636100;SKU 1636100;44;AP  
1636200;SKU 1636200;44;AP  
317400;SKU 317400;1;CPP 
318700;SKU 318700;97;INOX
322900;SKU 322900;1;"52  "
472800;SKU 472800;2;"130 "
472900;SKU 472900;2;"130 "
474000;SKU 474000;1;"500 "
474600;SKU 474600;1;"500 "
2695108;SKU 2695108;905;SERV
474900;SKU 474900;1;"60  "
475000;SKU 475000;1;DEQ 
475600;SKU 475600;1;"500 "
475900;SKU 475900;433;DFS 
476000;SKU 476000;111;"27  "
476100;SKU 476100;110;"160 "
476500;SKU 476500;1;"30  "
476700;SKU 476700;14;DAN 
476900;SKU 476900;1;"500 "
1636300;SKU 1636300;44;AP  
1636500;SKU 1636500;44;AP  
1636600;SKU 1636600;44;AP  
1636700;SKU 1636700;44;AP  
1637800;SKU 1637800;186;CSF 
1637900;SKU 1637900;186;CSF 
1644900;SKU 1644900;203;CRC 
1638000;SKU 1638000;186;CSF 
323000;SKU 323000;1;"70  "
2717721;SKU 2717721;921;SERV
2717710;SKU 2717710;921;SERV
2717703;SKU 2717703;921;SERV
2717709;SKU 2717709;921;SERV
323800;SKU 323800;1;"60  "
331600;SKU 331600;1;"120 "
331700;SKU 331700;296;DCT 
332800;SKU 332800;2;"130 "
333800;SKU 333800;133;"500 "
477500;SKU 477500;14;DSF 
478800;SKU 478800;1;"150 "
479000;SKU 479000;1;"130 "
801700;SKU 801700;1;"30  "
1638100;SKU 1638100;186;CSF 
2717707;SKU 2717707;921;SERV
2717708;SKU 2717708;921;SERV
1638200;SKU 1638200;186;CSF 
1638300;SKU 1638300;186;CSF 
1638400;SKU 1638400;64;MOV 
1638500;SKU 1638500;1;MUS 
1638600;SKU 1638600;1;MUS 
1638700;SKU 1638700;133;PC  
1638800;SKU 1638800;1;MUS 
1638900;SKU 1638900;1;MUS 
1639000;SKU 1639000;1;MUS 
1639100;SKU 1639100;1;MUS 
1639200;SKU 1639200;1;MUS 
1639400;SKU 1639400;485;"26  "
1639500;SKU 1639500;485;"26  "
1639600;SKU 1639600;485;CAT 
2822808;SKU 2822808;186;CS  
335300;SKU 335300;1;"500 "
335800;SKU 335800;336;FRP 
336400;SKU 336400;22;"30  "
340300;SKU 340300;116;"26  "
345900;SKU 345900;105;"30  "
346200;SKU 346200;42;DSA 
347100;SKU 347100;2;"130 "
2785101;SKU 2785101;960;SERV
2785102;SKU 2785102;960;SERV
2785103;SKU 2785103;960;SERV
2785104;SKU 2785104;960;SERV
2785105;SKU 2785105;960;SERV
1113900;SKU 1113900;1;"60  "
1639700;SKU 1639700;485;CAT 
2785106;SKU 2785106;960;SERV
1639800;SKU 1639800;485;ACC 
1639900;SKU 1639900;485;ENC 
1640000;SKU 1640000;1;MUS 
1640100;SKU 1640100;1;MUS 
1640200;SKU 1640200;1;"027 "
1640300;SKU 1640300;1;MUS 
1640400;SKU 1640400;1;MUS 
1640500;SKU 1640500;24;"50  "
1640600;SKU 1640600;11;"333 "
1640700;SKU 1640700;138;"11  "
1640900;SKU 1640900;186;CSF 
1641000;SKU 1641000;186;CSF 
1641100;SKU 1641100;186;CSF 
1641200;SKU 1641200;186;CSF 
1641300;SKU 1641300;186;CSF 
1641400;SKU 1641400;186;CSF 
1641500;SKU 1641500;76;"30  "
354600;SKU 354600;217;APP 
2785107;SKU 2785107;960;SERV
354700;SKU 354700;217;APP 
355900;SKU 355900;1;CC  
356100;SKU 356100;368;"120 "
1642100;SKU 1642100;7;"44  "
357900;SKU 357900;24;CC  
359100;SKU 359100;1;HBE 
2718818;SKU 2718818;921;SERV
2718823;SKU 2718823;921;SERV
2718810;SKU 2718810;921;SERV
361400;SKU 361400;79;LIM 
1641600;SKU 1641600;76;"30  "
1641700;SKU 1641700;1;MUS 
1641800;SKU 1641800;1;MUS 
1641900;SKU 1641900;7;"29  "
1642000;SKU 1642000;7;"29  "
1642200;SKU 1642200;343;ALD 
1642300;SKU 1642300;1;MUS 
2720105;SKU 2720105;922;SERV
2720109;SKU 2720109;922;SERV
2720115;SKU 2720115;922;SERV
2720112;SKU 2720112;922;SERV
1642400;SKU 1642400;1;MUS 
1642500;SKU 1642500;1;MUS 
1642600;SKU 1642600;1;MUS 
1642700;SKU 1642700;203;CRC 
1643300;SKU 1643300;203;CRC 
1643400;SKU 1643400;203;CRC 
1643500;SKU 1643500;203;CRC 
1643600;SKU 1643600;203;CRC 
1643700;SKU 1643700;203;CMK 
1643800;SKU 1643800;203;CRC 
1643900;SKU 1643900;203;CRC 
1644000;SKU 1644000;203;CRC 
363400;SKU 363400;80;COLH
363500;SKU 363500;332;"400 "
367400;SKU 367400;1;"60  "
368400;SKU 368400;128;"41  "
479100;SKU 479100;106;"39  "
479500;SKU 479500;2;"130 "
479900;SKU 479900;1;"500 "
480400;SKU 480400;1;OTH 
480600;SKU 480600;98;"500 "
480900;SKU 480900;1;"80  "
1427000;SKU 1427000;854;"27  "
1644100;SKU 1644100;203;CRC 
479400;SKU 479400;2;"130 "
1644200;SKU 1644200;203;CRC 
1645000;SKU 1645000;209;"036 "
2720104;SKU 2720104;922;SERV
1644300;SKU 1644300;203;CRC 
1644400;SKU 1644400;1;"500 "
1644500;SKU 1644500;203;CRC 
1644600;SKU 1644600;203;CRC 
1644700;SKU 1644700;203;CRC 
1645100;SKU 1645100;188;BB  
1645200;SKU 1645200;188;BB  
1645300;SKU 1645300;1;"130 "
2720116;SKU 2720116;922;SERV
2720110;SKU 2720110;922;SERV
1645500;SKU 1645500;1;OC  
1645600;SKU 1645600;1;OC  
1645700;SKU 1645700;1;OC  
374300;SKU 374300;303;AP  
375700;SKU 375700;495;"120 "
377100;SKU 377100;1;"130 "
378600;SKU 378600;217;"80  "
380800;SKU 380800;1;"50  "
381000;SKU 381000;1;"500 "
481100;SKU 481100;1;"150 "
481200;SKU 481200;1;"500 "
482100;SKU 482100;1;"80  "
482400;SKU 482400;1;"150 "
483000;SKU 483000;1;"500 "
483100;SKU 483100;1;"500 "
486200;SKU 486200;1;"500 "
1645800;SKU 1645800;1;OC  
1645900;SKU 1645900;1;OC  
1646000;SKU 1646000;1;OC  
1646100;SKU 1646100;186;CSF 
1646200;SKU 1646200;186;CSF 
1646600;SKU 1646600;186;CSF 
1646800;SKU 1646800;186;CSF 
1646900;SKU 1646900;186;CSF 
1647300;SKU 1647300;186;CSF 
1651000;SKU 1651000;1;"500 "
2695115;SKU 2695115;905;SERV
2695117;SKU 2695117;905;SERV
2695109;SKU 2695109;905;SERV
2695110;SKU 2695110;905;SERV
1648100;SKU 1648100;186;CSF 
1648900;SKU 1648900;186;CSF 
1649000;SKU 1649000;186;CSF 
2695111;SKU 2695111;905;SERV
2695112;SKU 2695112;905;SERV
2695113;SKU 2695113;905;SERV
2695114;SKU 2695114;905;SERV
381100;SKU 381100;1;"4   "
382300;SKU 382300;1;DCP 
382400;SKU 382400;764;"120 "
383300;SKU 383300;793;OPG 
383400;SKU 383400;793;OPG 
1649200;SKU 1649200;186;CSF 
1649300;SKU 1649300;186;CSF 
1649400;SKU 1649400;186;CSF 
1649500;SKU 1649500;186;CSF 
1649600;SKU 1649600;186;CSF 
1649700;SKU 1649700;186;CSF 
1649800;SKU 1649800;186;CSF 
1649900;SKU 1649900;186;CSF 
1650000;SKU 1650000;186;CSF 
1650100;SKU 1650100;186;CSF 
1650200;SKU 1650200;186;CSF 
1650300;SKU 1650300;186;CSF 
1650400;SKU 1650400;186;CSF 
1650500;SKU 1650500;186;CSF 
1650700;SKU 1650700;1;"500 "
1650800;SKU 1650800;1;"500 "
1650900;SKU 1650900;1;"500 "
1651100;SKU 1651100;1;"500 "
1651200;SKU 1651200;186;CS  
1651300;SKU 1651300;186;CS  
1651400;SKU 1651400;186;CS  
388400;SKU 388400;1;"60  "
388900;SKU 388900;131;DSG 
389300;SKU 389300;21;"74  "
389400;SKU 389400;1;"110 "
486400;SKU 486400;1;DAV 
486700;SKU 486700;1;"500 "
486800;SKU 486800;1;"28  "
486900;SKU 486900;1;ELE 
1115200;SKU 1115200;49;OTS 
2720102;SKU 2720102;922;SERV
2720101;SKU 2720101;922;SERV
2720111;SKU 2720111;922;SERV
2720108;SKU 2720108;922;SERV
1651500;SKU 1651500;186;CS  
1651600;SKU 1651600;186;CS  
1651700;SKU 1651700;186;CS  
2693108;SKU 2693108;905;SERV
2691601;SKU 2691601;905;SERV
1651800;SKU 1651800;186;CS  
1651900;SKU 1651900;186;CS  
1652000;SKU 1652000;186;CS  
1652100;SKU 1652100;186;CS  
1652200;SKU 1652200;186;CS  
1652300;SKU 1652300;186;CS  
1652400;SKU 1652400;186;CS  
2499100;SKU 2499100;700;OJM 
2691602;SKU 2691602;905;SERV
2691603;SKU 2691603;905;SERV
2691604;SKU 2691604;905;SERV
2720106;SKU 2720106;922;SERV
2720118;SKU 2720118;922;SERV
2720120;SKU 2720120;922;SERV
2720107;SKU 2720107;922;SERV
2691605;SKU 2691605;905;SERV
2691606;SKU 2691606;905;SERV
2691607;SKU 2691607;905;SERV
2691608;SKU 2691608;905;SERV
2691609;SKU 2691609;905;SERV
2691611;SKU 2691611;905;SERV
2691613;SKU 2691613;905;SERV
2691615;SKU 2691615;905;SERV
2691617;SKU 2691617;905;SERV
489500;SKU 489500;1;"80  "
489600;SKU 489600;1;"500 "
489700;SKU 489700;1;"500 "
490300;SKU 490300;1;"30  "
2720103;SKU 2720103;922;SERV
490400;SKU 490400;1;"500 "
491400;SKU 491400;1;"500 "
491500;SKU 491500;1;"80  "
491800;SKU 491800;1;"160 "
1652500;SKU 1652500;186;CS  
1652700;SKU 1652700;186;CSF 
1652800;SKU 1652800;186;CSF 
1652900;SKU 1652900;186;CSF 
1653000;SKU 1653000;186;CSF 
1653100;SKU 1653100;186;CSF 
1653300;SKU 1653300;186;CSF 
1653400;SKU 1653400;186;CSF 
1653500;SKU 1653500;186;CSF 
2720113;SKU 2720113;922;SERV
2720114;SKU 2720114;922;SERV
2720119;SKU 2720119;922;SERV
2720123;SKU 2720123;922;SERV
2691618;SKU 2691618;905;SERV
2691619;SKU 2691619;905;SERV
2691621;SKU 2691621;905;SERV
2693116;SKU 2693116;905;SERV
2693117;SKU 2693117;905;SERV
2693118;SKU 2693118;905;SERV
2690701;SKU 2690701;903;SERV
2690702;SKU 2690702;903;SERV
2690703;SKU 2690703;903;SERV
2690704;SKU 2690704;903;SERV
2690705;SKU 2690705;903;SERV
2690706;SKU 2690706;903;SERV
2690707;SKU 2690707;903;SERV
2690708;SKU 2690708;903;SERV
2690709;SKU 2690709;903;SERV
2690710;SKU 2690710;903;SERV
2690711;SKU 2690711;903;SERV
2690712;SKU 2690712;903;SERV
2690713;SKU 2690713;903;SERV
2690714;SKU 2690714;903;SERV
2690715;SKU 2690715;903;SERV
2690716;SKU 2690716;903;SERV
389600;SKU 389600;195;PAL 
492700;SKU 492700;1;"17  "
492800;SKU 492800;1;"17  "
492900;SKU 492900;1;"500 "
2720117;SKU 2720117;922;SERV
2693103;SKU 2693103;905;SERV
2693104;SKU 2693104;905;SERV
2693105;SKU 2693105;905;SERV
493200;SKU 493200;1;ROHO
493700;SKU 493700;1;"60  "
2691614;SKU 2691614;905;SERV
2720609;SKU 2720609;922;SERV
2720617;SKU 2720617;922;SERV
2721917;SKU 2721917;922;SERV
2721905;SKU 2721905;922;SERV
2721916;SKU 2721916;922;SERV
2721912;SKU 2721912;922;SERV
2721909;SKU 2721909;922;SERV
2721920;SKU 2721920;922;SERV
2721903;SKU 2721903;922;SERV
2693120;SKU 2693120;905;SERV
2691612;SKU 2691612;905;SERV
494600;SKU 494600;1;"500 "
494700;SKU 494700;1;"500 "
2693121;SKU 2693121;905;SERV
2693123;SKU 2693123;905;SERV
2690723;SKU 2690723;903;SERV
2693102;SKU 2693102;905;SERV
494800;SKU 494800;1;"500 "
1653600;SKU 1653600;186;CSF 
1653800;SKU 1653800;186;CSF 
2697606;SKU 2697606;909;SERV
2691623;SKU 2691623;905;SERV
1653900;SKU 1653900;186;CSF 
1654000;SKU 1654000;186;CSF 
1654100;SKU 1654100;186;CSF 
1654200;SKU 1654200;186;CSF 
389700;SKU 389700;1;PAL 
389800;SKU 389800;195;PAL 
391300;SKU 391300;97;INOX
391400;SKU 391400;1;"130 "
391600;SKU 391600;1;"60  "
494900;SKU 494900;1;"500 "
2697607;SKU 2697607;909;SERV
2698921;SKU 2698921;911;SERV
2698923;SKU 2698923;911;SERV
2697602;SKU 2697602;909;SERV
2697603;SKU 2697603;909;SERV
2697604;SKU 2697604;909;SERV
2697605;SKU 2697605;909;SERV
500100;SKU 500100;1;"60  "
502800;SKU 502800;1;"80  "
505000;SKU 505000;1;DAT 
1654300;SKU 1654300;186;CSF 
1654400;SKU 1654400;186;CSF 
1654600;SKU 1654600;186;CSF 
1654900;SKU 1654900;186;CSF 
1655000;SKU 1655000;186;CSF 
1655100;SKU 1655100;186;CSF 
1655200;SKU 1655200;186;CSF 
1655300;SKU 1655300;186;CSF 
1655400;SKU 1655400;186;CSF 
1655500;SKU 1655500;186;CSF 
1655600;SKU 1655600;186;CSF 
1655700;SKU 1655700;1;PC  
1655900;SKU 1655900;1;"100 "
1656000;SKU 1656000;356;"11  "
1656300;SKU 1656300;1;PC  
2822900;SKU 2822900;183;"789 "
391700;SKU 391700;14;DES 
391800;SKU 391800;131;DES 
1657100;SKU 1657100;1;MUS 
392400;SKU 392400;474;DSG 
393100;SKU 393100;79;LIM 
393400;SKU 393400;97;"130 "
393800;SKU 393800;97;INOX
395600;SKU 395600;50;"31  "
506400;SKU 506400;2;"130 "
507300;SKU 507300;2;"130 "
509300;SKU 509300;1;TDV 
2785206;SKU 2785206;961;SERV
2785207;SKU 2785207;961;SERV
1656400;SKU 1656400;305;"190 "
1656500;SKU 1656500;305;"190 "
1656600;SKU 1656600;1;PC  
1656700;SKU 1656700;213;MMS 
1656800;SKU 1656800;213;MMS 
1656900;SKU 1656900;213;MMS 
1657000;SKU 1657000;213;MMS 
1657200;SKU 1657200;1;MUS 
1657300;SKU 1657300;186;CSF 
1695900;SKU 1695900;186;CSF 
1657400;SKU 1657400;186;CSF 
2785209;SKU 2785209;961;SERV
2785208;SKU 2785208;961;SERV
2785210;SKU 2785210;961;SERV
2785211;SKU 2785211;961;SERV
2785212;SKU 2785212;961;SERV
2785213;SKU 2785213;961;SERV
2785214;SKU 2785214;961;SERV
2785215;SKU 2785215;961;SERV
2785216;SKU 2785216;961;SERV
2785217;SKU 2785217;961;SERV
2785218;SKU 2785218;961;SERV
395900;SKU 395900;1;"60  "
397000;SKU 397000;1;"60  "
397100;SKU 397100;1;"80  "
398300;SKU 398300;485;"500 "
398900;SKU 398900;195;OPCC
514700;SKU 514700;2;"130 "
516100;SKU 516100;1;"500 "
516600;SKU 516600;1;"500 "
517900;SKU 517900;105;"30  "
1658400;SKU 1658400;25;DL  
519100;SKU 519100;2;"130 "
519300;SKU 519300;2;"130 "
1657500;SKU 1657500;186;CSF 
1657600;SKU 1657600;244;"36  "
1657700;SKU 1657700;244;"36  "
2785201;SKU 2785201;961;SERV
2785202;SKU 2785202;961;SERV
2785203;SKU 2785203;961;SERV
2785204;SKU 2785204;961;SERV
1657800;SKU 1657800;244;"36  "
1657900;SKU 1657900;244;"36  "
1658000;SKU 1658000;215;MBBB
1658100;SKU 1658100;1;MUS 
1658200;SKU 1658200;76;"30  "
1658300;SKU 1658300;76;"30  "
1658500;SKU 1658500;1;MUS 
1658600;SKU 1658600;1;MUS 
1658800;SKU 1658800;1;MUS 
2785205;SKU 2785205;961;SERV
1658900;SKU 1658900;1;MUS 
1659000;SKU 1659000;1;MUS 
1659100;SKU 1659100;1;MUS 
2785219;SKU 2785219;961;SERV
2785220;SKU 2785220;961;SERV
2785223;SKU 2785223;961;SERV
1386100;SKU 1386100;46;OTI 
399100;SKU 399100;49;OTS 
399200;SKU 399200;49;OTS 
399700;SKU 399700;1;"80  "
519400;SKU 519400;2;"130 "
2693101;SKU 2693101;905;SERV
2695101;SKU 2695101;905;SERV
2695102;SKU 2695102;905;SERV
2695103;SKU 2695103;905;SERV
2695104;SKU 2695104;905;SERV
519500;SKU 519500;2;"130 "
523100;SKU 523100;1;"500 "
523600;SKU 523600;1;"500 "
2700905;SKU 2700905;912;SERV
2700906;SKU 2700906;912;SERV
2700907;SKU 2700907;912;SERV
523800;SKU 523800;1;"500 "
524600;SKU 524600;1;"500 "
525200;SKU 525200;1;"500 "
527600;SKU 527600;1;"80  "
528200;SKU 528200;2;"130 "
529200;SKU 529200;1;"500 "
529300;SKU 529300;2;"130 "
529400;SKU 529400;2;"130 "
529500;SKU 529500;2;"130 "
530800;SKU 530800;1;"500 "
1659200;SKU 1659200;1;MUS 
1659400;SKU 1659400;1;MUS 
1659500;SKU 1659500;1;MUS 
1659600;SKU 1659600;1;MUS 
1659700;SKU 1659700;1;MUS 
1659800;SKU 1659800;1;COLH
400000;SKU 400000;133;OP  
400400;SKU 400400;290;FR  
401000;SKU 401000;1;"80  "
530900;SKU 530900;1;"500 "
531000;SKU 531000;1;"500 "
531400;SKU 531400;1;NEG 
531700;SKU 531700;1;"500 "
532300;SKU 532300;1;"90  "
532400;SKU 532400;1;"90  "
532500;SKU 532500;1;"60  "
533400;SKU 533400;1;"500 "
533500;SKU 533500;1;"20  "
533900;SKU 533900;2;"130 "
2706415;SKU 2706415;914;SERV
597000;SKU 597000;1;"500 "
1460000;SKU 1460000;110;CINL
1460300;SKU 1460300;110;CINL
1659900;SKU 1659900;48;"35  "
1660000;SKU 1660000;48;"35  "
1660001;SKU 1660001;48;"35  "
1660100;SKU 1660100;48;"31  "
1660400;SKU 1660400;844;APP 
1660500;SKU 1660500;76;AP  
1660600;SKU 1660600;76;AP  
1660700;SKU 1660700;76;AP  
1660900;SKU 1660900;44;AP  
1696000;SKU 1696000;1;"13  "
401800;SKU 401800;50;"46  "
401600;SKU 401600;50;"160 "
401700;SKU 401700;49;CHC 
401900;SKU 401900;50;"37  "
403600;SKU 403600;42;DSG 
406800;SKU 406800;709;MCT 
406900;SKU 406900;625;"27  "
1661200;SKU 1661200;1;MUS 
1661300;SKU 1661300;1;MUS 
1661400;SKU 1661400;1;MUS 
1661500;SKU 1661500;1;MUS 
1662400;SKU 1662400;406;CBU 
1662800;SKU 1662800;1;"47  "
1662900;SKU 1662900;395;"50  "
2706416;SKU 2706416;914;SERV
1663000;SKU 1663000;395;"47  "
1663100;SKU 1663100;395;"47  "
1663200;SKU 1663200;450;"47  "
1663300;SKU 1663300;1;"47  "
1663400;SKU 1663400;450;"47  "
1663500;SKU 1663500;395;"47  "
1663600;SKU 1663600;539;"47  "
2693107;SKU 2693107;905;SERV
2695105;SKU 2695105;905;SERV
2695107;SKU 2695107;905;SERV
2695118;SKU 2695118;905;SERV
2695119;SKU 2695119;905;SERV
2695120;SKU 2695120;905;SERV
1663800;SKU 1663800;450;"47  "
1663900;SKU 1663900;2;"130 "
1664000;SKU 1664000;2;"130 "
1664100;SKU 1664100;22;FFSI
1664300;SKU 1664300;1;MUS 
410900;SKU 410900;14;"69  "
411100;SKU 411100;134;"38  "
1664800;SKU 1664800;73;"130 "
411600;SKU 411600;1;"3   "
411900;SKU 411900;379;HBE 
412700;SKU 412700;97;INOX
2702110;SKU 2702110;912;SERV
2702111;SKU 2702111;912;SERV
2702112;SKU 2702112;912;SERV
2702113;SKU 2702113;912;SERV
412900;SKU 412900;433;"60  "
413000;SKU 413000;1;DFS 
413400;SKU 413400;1;FFRR
413500;SKU 413500;1;FFRR
534400;SKU 534400;2;"130 "
536300;SKU 536300;1;"500 "
537500;SKU 537500;1;"130 "
538500;SKU 538500;1;"60  "
540500;SKU 540500;1;"80  "
542000;SKU 542000;1;"150 "
542100;SKU 542100;1;"80  "
1664400;SKU 1664400;514;"110 "
1664500;SKU 1664500;305;"190 "
1664600;SKU 1664600;629;MCB 
1664700;SKU 1664700;50;ALE 
1664900;SKU 1664900;1;MUS 
2823000;SKU 2823000;978;DEC 
1666200;SKU 1666200;209;"036 "
414500;SKU 414500;110;JOA 
414600;SKU 414600;110;"160 "
415000;SKU 415000;44;"30  "
415300;SKU 415300;1;TDV 
542800;SKU 542800;1;TDV 
543000;SKU 543000;1;"500 "
544000;SKU 544000;1;"500 "
544700;SKU 544700;1;"500 "
544800;SKU 544800;1;"500 "
1132900;SKU 1132900;140;CSB 
1665000;SKU 1665000;796;"66  "
1665100;SKU 1665100;1;"66  "
1665200;SKU 1665200;76;AP  
1665300;SKU 1665300;76;AP  
1665400;SKU 1665400;76;AP  
1665500;SKU 1665500;76;AP  
1665600;SKU 1665600;76;AP  
1665700;SKU 1665700;105;"30  "
1665800;SKU 1665800;460;"68  "
1665900;SKU 1665900;44;AP  
1666000;SKU 1666000;120;OPM 
1666100;SKU 1666100;289;DESA
1666300;SKU 1666300;63;DAV 
1666600;SKU 1666600;97;INOX
1666700;SKU 1666700;1;MUS 
1666800;SKU 1666800;393;"50  "
1666900;SKU 1666900;318;DAL 
415400;SKU 415400;1;TDV 
416700;SKU 416700;1;"4   "
2785601;SKU 2785601;961;SERV
2785602;SKU 2785602;961;SERV
2785603;SKU 2785603;961;SERV
2785604;SKU 2785604;961;SERV
2785605;SKU 2785605;961;SERV
2785606;SKU 2785606;961;SERV
2785607;SKU 2785607;961;SERV
2785608;SKU 2785608;961;SERV
2785609;SKU 2785609;961;SERV
2785610;SKU 2785610;961;SERV
2785611;SKU 2785611;961;SERV
2785612;SKU 2785612;961;SERV
2785613;SKU 2785613;961;SERV
2785614;SKU 2785614;961;SERV
2785615;SKU 2785615;961;SERV
2785616;SKU 2785616;961;SERV
2785617;SKU 2785617;961;SERV
2785618;SKU 2785618;961;SERV
2785619;SKU 2785619;961;SERV
2785620;SKU 2785620;961;SERV
2785623;SKU 2785623;961;SERV
416800;SKU 416800;1;"500 "
416900;SKU 416900;1;"4   "
417000;SKU 417000;1;"4   "
417300;SKU 417300;81;"140 "
417400;SKU 417400;1;"140 "
418800;SKU 418800;195;MCSC
545800;SKU 545800;1;"160 "
419100;SKU 419100;14;"500 "
419900;SKU 419900;1;"50  "
558900;SKU 558900;1;MEX 
559800;SKU 559800;1;"140 "
2700911;SKU 2700911;912;SERV
419400;SKU 419400;290;DESA
560200;SKU 560200;389;"74  "
560600;SKU 560600;1;"500 "
2706417;SKU 2706417;914;SERV
560700;SKU 560700;468;DEF 
560900;SKU 560900;1;DCP 
561000;SKU 561000;1;"500 "
561100;SKU 561100;1;NEG 
561400;SKU 561400;1;"500 "
729100;SKU 729100;217;APP 
729200;SKU 729200;217;APP 
1667000;SKU 1667000;156;CAE 
1667100;SKU 1667100;156;CAE 
1667200;SKU 1667200;156;BS  
1667300;SKU 1667300;165;"30  "
1667500;SKU 1667500;73;"19  "
560500;SKU 560500;42;DEQ 
1667600;SKU 1667600;311;"190 "
1667700;SKU 1667700;1;"190 "
2823100;SKU 2823100;978;DEC 
420100;SKU 420100;1;"30  "
420200;SKU 420200;1;"333 "
1667800;SKU 1667800;52;EDC 
2705717;SKU 2705717;913;SERV
2705718;SKU 2705718;913;SERV
2705719;SKU 2705719;913;SERV
2705720;SKU 2705720;913;SERV
2705723;SKU 2705723;913;SERV
2706411;SKU 2706411;914;SERV
2706412;SKU 2706412;914;SERV
2706413;SKU 2706413;914;SERV
2706414;SKU 2706414;914;SERV
2702114;SKU 2702114;912;SERV
2702115;SKU 2702115;912;SERV
2702116;SKU 2702116;912;SERV
2702117;SKU 2702117;912;SERV
2702118;SKU 2702118;912;SERV
2702119;SKU 2702119;912;SERV
2702120;SKU 2702120;912;SERV
2702123;SKU 2702123;912;SERV
2705709;SKU 2705709;913;SERV
2705710;SKU 2705710;913;SERV
2704101;SKU 2704101;913;SERV
2704102;SKU 2704102;913;SERV
2704103;SKU 2704103;913;SERV
2704104;SKU 2704104;913;SERV
2704105;SKU 2704105;913;SERV
2704106;SKU 2704106;913;SERV
2704107;SKU 2704107;913;SERV
2704108;SKU 2704108;913;SERV
